ID,Hostel_name,address,pincode,latitude,longitude,review,Rating,wifi,ac,laundry,security,price,BusStop,Distance,EmbeddedMap
40,The Beehive Hostel Luxury mens PG,"2237, 23rd Cross Rd, next to Karnataka Grameena Bank, Karesandra, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",560078,12.92420664,77.57385514,average,4.4,1,1,1,1,6500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d31112.397636878773!2d77.54520028489075!3d12.90452548776445!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae17303239b0e1%3A0x3a8cc22974c5f93d!2sFlourish%20Luxury%20Ladies%20Pg!5e0!3m2!1sen!2sin!4v1683007070959!5m2!1sen!2sin
41,myroomie-Erica Girls PG / Hoste,"Erica, Eshwara Nagar, Banashankari Temple Ward, Bengaluru, Karnataka 560078",560070,12.91434748,77.56976917,average,4.3,1,1,1,1,7000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31108.42307617672!2d77.544535!3d12.9364335!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f70413d1679%3A0x775d1409e4145ed5!2sVenkateshwara%20P%20G!5e0!3m2!1sen!2sin!4v1683007118723!5m2!1sen!2sin
42,SRI GURURAGHAVENDRA PG for BOYS,"Stage, 2 #7, Subramanya Pura Rd, Kadarenahalli, Banashankari, Bengaluru, Karnataka 560070",560070,12.91484944,77.56247357,good,5,1,0,0,1,6500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31108.42307617672!2d77.544535!3d12.9364335!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15831ea54555%3A0xa6a6d60314735122!2sThe%20Beehive%20Hostel%20Luxury%20mens%20PG!5e0!3m2!1sen!2sin!4v1683007144675!5m2!1sen!2sin
43,Pg ACCOMMODATION for boys,"#5, 3rd and 4th cross Kumarswamy layout 1st stage 70meters from dayananda Sagar Collage, Bengaluru, Karnataka 560070",560085,12.91267428,77.56298855,good,4.8,1,1,1,1,6000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31108.423188419572!2d77.544535!3d12.9364326!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae1530ca90a2c9%3A0xfed04cba466e8881!2smyroomie-Erica%20Girls%20PG%20%2F%20Hostel!5e0!3m2!1sen!2sin!4v1683007166855!5m2!1sen!2sin
44,Hoysala P.G. Hostel,"WGJR+9HR, Hoysala P.G. hostel Karnataka, 2nd Phase, [no name], Banashankari, Bengaluru, Karnataka 560085",560070,12.93198058,77.54515334,average,4.4,1,1,1,1,8000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31108.423188419572!2d77.544535!3d12.9364326!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f089f30ace7%3A0x5eefe03a296b1ec7!2sSRI%20GURURAGHAVENDRA%20PG%20for%20BOYS!5e0!3m2!1sen!2sin!4v1683007188811!5m2!1sen!2sin
45,BNMIT Boys Hostel,"WH83+W88, 22nd Main Rd, Anjanaswamy Layout, Padmanabhanagar, Bengaluru, Karnataka 560070",560070,12.91762686,77.55433942,average,3,1,0,0,1,4500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31108.423188419572!2d77.544535!3d12.9364326!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15b0cf4fa84f%3A0xd34b8bbbbfd81def!2sPg%20ACCOMMODATION%20for%20boys!5e0!3m2!1sen!2sin!4v1683007212993!5m2!1sen!2sin
46,White House Women's Residence,"623/9, 1st B Main Rd, 7th Block West, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",560011,12.93149603,77.57346579,average,3.9,1,1,1,1,7000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31109.103475988024!2d77.5063579!3d12.9309767!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3e3829198725%3A0x134ff70b77e61470!2sHoysala%20P.G.%20Hostel!5e0!3m2!1sen!2sin!4v1683007239272!5m2!1sen!2sin
47,Keerthi PG For Ladies,"177/B, 1/1 GF, 22nd Cross, 7th B Main Rd, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",56011,12.93671315,77.58062621,average,4.4,1,0,0,1,4500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d7777.6988768630235!2d77.5442758!3d12.9173968!3m2!1i1024!2i768!4f13.1!3m2!1m1!2s!5e0!3m2!1sen!2sin!4v1683007269405!5m2!1sen!2sin
48,Jayanthi Luxury PG for Girl,"208, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",560070,12.92564699,77.58039685,average,4.3,1,1,1,1,5000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15554.66763482894!2d77.5583459!3d12.9291172!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae157aa887d0db%3A0x12dceb4c7a02f8ee!2sWhite%20House%20Women&#39;s%20Residence!5e0!3m2!1sen!2sin!4v1683007298786!5m2!1sen!2sin
49,Durga PG & Hostel,"626, 1st Cross Rd, Jayanagar 6th Block, Jayanagar, Bengaluru, Karnataka 560070",560062,12.93074995,77.57189961,average,4.4,1,1,1,1,6500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31109.131649487368!2d77.5410006!3d12.9307507!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15f46a5d9897%3A0x525fa7e01834a5de!2sKeerthi%20PG%20For%20Ladies!5e0!3m2!1sen!2sin!4v1683007321643!5m2!1sen!2sin
50,Rajmahal Pg,"No. 3475 6th Cross, Manjunath Nagar Raghuvanalli, Kanakapura Road",560062,12.88141771,77.54341883,average,4,1,1,1,1,5000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31109.13174921571!2d77.5410006!3d12.9307499!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15cceadfe55f%3A0x248eefd49952c21d!2sJayanthi%20Luxury%20PG%20for%20Girls!5e0!3m2!1sen!2sin!4v1683007344836!5m2!1sen!2sin
51,Nandana Organics Pg,"No 1233/1 Surya Prema Appartment, 4th Floor, 1st Cross Manjunatha Nagara,Raghunalli",560062,12.88300103,77.546726,average,4.2,1,1,1,1,5000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31109.13174921571!2d77.5410006!3d12.9307499!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15532abb6705%3A0x8b4fb27d384d3eae!2sDurga%20PG%20%26%20Hostel!5e0!3m2!1sen!2sin!4v1683007383575!5m2!1sen!2sin
52,SMP Paying Guest,"No.10, Kanakpura Main Road, Raghunalli",560078,12.88572874,77.54696484,average,4.1,1,1,1,1,5500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d7778.821937423062!2d77.5434747!3d12.8812747!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUyJzUyLjMiTiA3N8KwMzInMzYuNSJF!5e0!3m2!1sen!2sin!4v1683007409746!5m2!1sen!2sin
53,Atithi Boys Pg,No. 1738(Near Kumaraswamy Layout Bus Stop and Sagar Hospital and Dayananda Sagar College),560078,12.9061572,77.56615273,average,4,1,0,0,1,4000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.3872017213716!2d77.54672219999999!3d12.882805599999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUyJzU4LjEiTiA3N8KwMzInNDguMiJF!5e0!3m2!1sen!2sin!4v1683007435858!5m2!1sen!2sin
54,Flourish Paying Guest For,"No 56-163-08, Gangadhar Nagar, Jp Nagar (Opp Sarakki Bus Stop Metro Pillar No 55)",560111,12.90837578,77.57299769,average,4.3,1,1,1,1,6000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.344933120986!2d77.5469167!3d12.885527799999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUzJzA3LjkiTiA3N8KwMzInNDguOSJF!5e0!3m2!1sen!2sin!4v1683007458698!5m2!1sen!2sin
56,RN Boys Pg,"No 92, 4th Cross, Teachers Colony,Kumaraswamy Layout(Near Dayanand Sagar College)",560078,12.91178178,77.56661076,average,4.5,0,1,1,1,5000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.0280680441597!2d77.5662222!3d12.905916699999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzIxLjMiTiA3N8KwMzMnNTguNCJF!5e0!3m2!1sen!2sin!4v1683007487939!5m2!1sen!2sin
57,S S Paying Guest For Men,"No 185, SSTowers,Kanakapura Road,Jp Nagar(Opposite Sarakki Bus Stop,Near Pillar No 55)",560078,12.91007039,77.57281299,average,3.7,1,0,0,1,5000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d7777.993617031519!2d77.5727092!3d12.9079264!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzI5LjQiTiA3N8KwMzQnMjIuNyJF!5e0!3m2!1sen!2sin!4v1683007516689!5m2!1sen!2sin
58,Skanda PG,"No 23, Asta Lakshmi Layout, 1st Main Road, Puttenahalli, Jp Nagar 6th Phase (Near Inchara Hotel)",560083,12.90000854,77.58295356,average,4,1,0,0,1,6000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3888.941211758974!2d77.56658329999999!3d12.9115!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzQxLjQiTiA3N8KwMzMnNTkuNyJF!5e0!3m2!1sen!2sin!4v1683007568749!5m2!1sen!2sin
59,G S PG,"G S Apartment, Kembhathalli Road, Gottigere(Behind Body and Beauty Wellness Center)",560076,12.85441935,77.58699027,average,4,1,0,0,1,6500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3888.965846025635!2d77.5727778!3d12.909916700000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzM1LjciTiA3N8KwMzQnMjIuMCJF!5e0!3m2!1sen!2sin!4v1683007599504!5m2!1sen!2sin
60,Stay Safe PG,"NO 301 G R Queens Ambar, Omkar Nagar 1st Cross Arekare, Hulimavu",560078,12.87026569,77.58899233,average,4,1,0,0,1,5000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15555.863397432864!2d77.56505297179038!3d12.909916485794586!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae159ba2d32b3f%3A0xdfd7453aa9e2e47c!2sSkanda%20Boys%20PG!5e0!3m2!1sen!2sin!4v1683007662011!5m2!1sen!2sin
61,SR2 Galaxy PG Girls,"No. 9/10, 2nd Main, RBI Layaout, Vinayaka School Arch, Jp Nagar 7th Phase",560060,12.89449335,77.57714244,average,4,0,1,1,1,7000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.8309272589254!2d77.587!3d12.854194399999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUxJzE1LjEiTiA3N8KwMzUnMTMuMiJF!5e0!3m2!1sen!2sin!4v1683007849518!5m2!1sen!2sin
62,Sai Sthri Raksha Ladies Pg,"No.102, LIGH, 2nd Main, 2nd Stage, Kengeri Satelite Town(Near Hoysala Circle)",560098,12.92539447,77.48518074,average,4.3,0,0,0,1,4500,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.8309272589254!2d77.587!3d12.854194399999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUxJzE1LjEiTiA3N8KwMzUnMTMuMiJF!5e0!3m2!1sen!2sin!4v1683007825615!5m2!1sen!2sin
63,Good Lands Luxury Pg,"No 24, 1st Cross BHEL Layout, Rajarajeshwari Nagar(Near Global Tech Park Front Gate and R V College Of Engineering)",560060,12.92391674,77.50586346,average,4.5,1,1,1,1,6000,"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.208146754159!2d77.57716669999999!3d12.8943333!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUzJzM5LjYiTiA3N8KwMzQnMzcuOCJF!5e0!3m2!1sen!2sin!4v1683007886457!5m2!1sen!2sin
64,Sri Sai Residence For Ladies,"No 7, 1st Main Outerring RoadKengeri Main Road, Kengeri Satelite Town(Opposite to Krishna Grand Hotel)",560059,12.922259,77.48593087,good,4.7,1,1,1,1,10000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d124449.79347896161!2d77.3522997972656!3d12.904117700000018!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f4c0d6b925d%3A0x75bf21ef6a4c4e99!2sSri%20Sai%20Residence%20for%20Ladies!5e0!3m2!1sen!2sin!4v1683008057231!5m2!1sen!2sin
65,Sri Sai Ram Ladies & Gents PG,"No.468 Global Bulding, 3rd Cross, Global Village Main Road, R V Road",560060,12.91466589,77.49990998,average,4,1,0,0,1,3000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d124449.80631639852!2d77.35229955547815!3d12.9040919029328!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f878ab4de75%3A0x89854d3361fed201!2sGood%20Lands%20Luxury%20PG%20for%20Ladies%20-%20Top%20Rated%20Ladies%20PG%20In%20RR%20Nagar!5e0!3m2!1sen!2sin!4v1683008129370!5m2!1sen!2sin
66,Shree Raksha Paying Guest,"No.1, 1st Main, 3rd Cross, Kengeri Satellite Town, Kengeri",560098,12.91325801,77.48084537,average,3.4,1,0,0,1,4000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.77980455728!2d77.48359157494255!3d12.921869287388988!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f4c0d6b925d%3A0x75bf21ef6a4c4e99!2sSri%20Sai%20Residence%20for%20Ladies!5e0!3m2!1sen!2sin!4v1683008155180!5m2!1sen!2sin
67,Hema PG For Men and Women,"No 650D, BEML ROAD, Rajarajeshwari Nagar(Above Hyderabadi Biriyani Resturant and BEML COMPLEX)",560111,12.93067323,77.51403304,average,3.8,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3888.895392497214!2d77.49994439999999!3d12.9144444!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzUyLjAiTiA3N8KwMjknNTkuOCJF!5e0!3m2!1sen!2sin!4v1683008287423!5m2!1sen!2sin
68,Cloud 9 Pg,"No 73/732, M R Complex, 14th Main Road, Kumaraswamy Layout(Near Police Station)",560085,12.9118534,77.56681698,average,3.4,1,0,0,1,3500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62221.413648945694!2d77.40644634863283!3d12.918108900000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3ffb9c58278f%3A0xc17ffd523736013a!2sSri%20Raksha%20PG%2C%20Happy%20Homes!5e0!3m2!1sen!2sin!4v1683008692031!5m2!1sen!2sin
69,Akshaya PG for Men's,"597 Police Station Rd, 2nd phase Hosakerehalli LAyout, Banashankari 3rd stage, Banashankari",560085,12.93352405,77.54467935,average,3,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d124376.17925596845!2d77.44497129726564!3d13.0512226!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f997c0db743%3A0xe2db9f67035f5264!2sHema%20PG!5e0!3m2!1sen!2sin!4v1683008733937!5m2!1sen!2sin
70,Adya Mansions (Best PG for Ladies),"83, 6th A Cross Rd, behind Sri Hari Kalyana Mantapa, Kaveri Nagar, Banagirinagara, Banashankari 3rd Stage, Banashankari",560078,12.93543227,77.55904916,average,4.2,1,1,1,1,6000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62218.28296550646!2d77.59360518948095!3d12.930671819353702!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae157c8fbd3179%3A0xc96ffe66c7857d3d!2sCloud9%20PG!5e0!3m2!1sen!2sin!4v1683008775372!5m2!1sen!2sin
71,Vbs Pg For Gents,"No 836, 7th Main, KSRTC Layout, Jp Nagar 2nd Phase(Beside Jp Nagar Congress Office)",560041,12.91399329,77.59488964,average,4.5,1,1,1,1,7000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62223.03159268981!2d77.49064218819434!3d12.911611647585508!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3e3980ad4121%3A0x25f0e73780b2b3a9!2sAKSHAYA%20PG%20FOR%20MEN&#39;S!5e0!3m2!1sen!2sin!4v1683008816631!5m2!1sen!2sin
72,SHIRIDI SAI GENTS PG,"No 44, 11th A Main, 13th Cross, Jayanagar 5th Block (Near Ragavandra Temple)",560076,12.91927838,77.59133129,average,4.5,1,1,1,1,8000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.675247481387!2d77.55853687494267!3d12.928581987382918!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3fdf26dabb03%3A0xc560138c08332109!2sAdya%20Mansions%20(Best%20PG%20for%20Ladies)!5e0!3m2!1sen!2sin!4v1683008841323!5m2!1sen!2sin
73,V B R LADIES P G,"No 456, Samrat Layout Arekere Bannerghatta Road, Arekere Gate",560076,12.89154578,77.59133408,good,4.9,1,1,1,1,12000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.5892887054865!2d77.54359307494278!3d12.934098087377834!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f8eded765f1%3A0x109f2170148704e5!2sNeil&#39;s%20Nest%20Unnathii%20PG!5e0!3m2!1sen!2sin!4v1683008872229!5m2!1sen!2sin
74,SLN Homes Ladies Hostel,"No18/19, 2nd Main Vijayshree Layout, Bannerghatta Road",560078,12.88268175,77.59549794,good,4.8,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62222.53611547077!2d77.51830744863277!3d12.913601700000024!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae157d31e3dc9d%3A0xd0fbbe43acad7431!2sVBS%20pg%20for%20Gents!5e0!3m2!1sen!2sin!4v1683008912224!5m2!1sen!2sin
75,Aravind Modern Nest PG,"No.32, Arvind Complex, Kanakapura Main Road, 1st Phase, Jp Nagar",560070,12.90420247,77.58568192,average,3.9,1,0,0,1,4000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d7777.675133789758!2d77.5915888!3d12.9181594!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU1JzA3LjYiTiA3N8KwMzUnMjguNyJF!5e0!3m2!1sen!2sin!4v1683009030676!5m2!1sen!2sin
76,Sree Chakra Paying Guest Accommodation,"No. 224/54, 45th Cross, 8th Block, Jayanagar 8th Block",560078,12.91800209,77.5779219,average,4.1,1,0,0,1,3500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62228.467212162876!2d77.52344034863279!3d12.889760000000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae156c8e34d555%3A0x1eb3addf0ef75df3!2sVBR%20Girls%20PG!5e0!3m2!1sen!2sin!4v1683009117672!5m2!1sen!2sin
77,Shree Vigneshwara Luxuries,"H.No.6, 20th Cross, 24th Main Road, Jp Nagar 5th Phase",560078,12.89782028,77.58636274,good,4.6,1,0,0,1,4000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d124421.25234050163!2d77.52582765711743!3d12.961346848154992!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15c92e2e2ddd%3A0x4fc1d3050b20bff4!2sSLN%20Homes%20ladies%20hostel%20(near%20Christ%20college)!5e0!3m2!1sen!2sin!4v1683009156585!5m2!1sen!2sin
78,Sri Vinayaka PG,"No 1/A, 18th Cross, 23rd Main, Jp Nagar 5th Phase, Bangalore",560078,12.9008582,77.5864443,good,4.9,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.919358674535!2d77.5703591749424!3d12.912904387397086!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae1570621633c9%3A0x6969a43a4e429bc0!2sARVIND%20MODERN%20NEST%20PG%20ACCOMMODATION!5e0!3m2!1sen!2sin!4v1683009185874!5m2!1sen!2sin
79,Lakshmi Villas,"No 19, 17th Cross, 26th B Main, Murthappa Garden, Jp Nagar 6th Phase",560041,12.9026843,77.58464133,average,4.1,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.8551017275813!2d77.57582707494244!3d12.917032987393359!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15768df299b9%3A0xa2296cdbc9f8b675!2sSri%20chakra%20pg!5e0!3m2!1sen!2sin!4v1683009220075!5m2!1sen!2sin
80,Sri Ram Sri Lakshmi Pg,"No 701, Sri Ram Pg For Gents, Jayanagar 5th Block(Near Ragavendra Swami Matha)",560078,12.91806215,77.58606574,average,3.7,1,1,1,1,5400,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3889.1573578233824!2d77.5836706749421!3d12.897601287411014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15bf9fa1de3d%3A0x1f9eba5c73428b8e!2sSHREE%20VIGNESHWARA%20LUXURIOUS%20LADIES%20PG!5e0!3m2!1sen!2sin!4v1683009252808!5m2!1sen!2sin
81,Friends Pg,"No 18, 5th A Cross, 24th Main, JP Nagar, 2nd Phase, Jp Nagar(Near R V Dental Colleage)",560078,12.91296871,77.58597353,average,4,1,0,0,1,3400,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15556.445153392564!2d77.56749598715817!3d12.900564900000022!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15f84c94056b%3A0x63720c833a9c7ea6!2sSRI%20VINAYAKA%20PG%20FOR%20GENTS!5e0!3m2!1sen!2sin!4v1683009299433!5m2!1sen!2sin
82,Mohan Vatika,"# 5, Sukh Mohan Villa, Apartment Road, 5th Phase, Jp Nagar",560078,12.90280342,77.59183684,average,3.3,1,0,0,1,4500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62225.263324497064!2d77.50841344863278!3d12.902644300000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae156b33b3aa99%3A0x177f83b64acd54cc!2sLakshmi%20Vilas%20PG%20FOR%20Ladies!5e0!3m2!1sen!2sin!4v1683009406822!5m2!1sen!2sin
